1st NAME	px   py   pz   pt1   E			2nd NAME	px   py   pz   pt2   E
b   -0.61767   16.2747   -43.2594   16.2864   46.4131      b   -14.9772   4.26503   -1.16287   15.5726   16.1683
b   -27.3673   38.0223   -44.1537   46.8472   64.5117      b   -13.7243   31.2205   -11.7665   34.1039   36.3192
b   -1.9531   -88.9851   18.0164   89.0065   90.9083      b   -19.4789   -2.20686   9.6459   19.6035   22.2463
b   -18.1263   -66.0729   -80.196   68.5142   105.561      b   -36.0722   -16.0803   -4.17729   39.494   39.9348
b   26.3636   -2.97413   3.91917   26.5308   27.144      b   72.4075   -5.60461   4.89723   72.6241   72.9096
Z   27.5546   19.6359   21.7123   33.8352   99.6587      Z   55.6116   19.8396   6.6911   59.0446   108.842
b   -4.87981   31.5606   41.53   31.9357   52.5565      b   -26.6227   39.3524   43.8443   47.5119   64.7863
b   -44.9271   -14.2669   -8.42091   47.138   48.0672      b   -51.5188   -22.9033   -10.9147   56.3804   57.5798
b   -48.933   22.5046   -38.1562   53.86   66.1389      b   -7.79136   30.7135   -17.37   31.6864   36.3772
b   25.5926   2.64358   -0.928918   25.7288   26.0843      b   4.43769   1.46644   -0.841468   4.67371   6.33306
b   62.0559   49.5206   -39.7605   79.3928   88.8914      b   0.0019455   12.6122   -51.3682   12.6122   53.0595
W   32.4087   -23.11   56.5778   39.8045   106.057      W   31.9292   -7.47764   16.8149   32.7931   88.4346
Z   59.8187   4.96587   -44.6611   60.0244   117.954      Z   23.8952   86.1167   -18.6353   89.3704   129.035
b   40.8986   0.709099   3.28667   40.9048   41.25      b   20.3805   1.5818   2.46296   20.4418   21.0117
W   12.4075   52.8288   1.32823   54.2662   97.0007      W   55.4792   13.1428   1.13552   57.0147   98.5623
W   -52.6534   30.1973   -16.0771   60.6981   102.006      W   -19.7583   19.3971   -48.6427   27.6883   97.9556
W   17.347   4.23871   56.3649   17.8574   99.792      W   27.0117   5.06426   37.881   27.4824   93.0204
W   -72.1873   13.0432   -43.9971   73.3562   117.386      W   -20.2351   71.7223   -23.2394   74.5222   112.054
W   83.6385   -30.4536   31.7329   89.0102   124.066      W   2.67004   -10.0066   19.6589   10.3567   83.4044
b   2.34263   22.4929   56.0713   22.6146   60.605      b   57.8762   28.1282   1.53362   64.3495   64.504
b   35.8883   -22.4659   24.2582   42.3402   48.9766      b   34.5629   -20.0065   1.51995   39.9356   40.1835
b   -0.495964   -3.78943   -2.94443   3.82175   6.38995      b   -3.61749   -3.82535   -0.087203   5.26493   6.72928
b   35.3568   -39.3517   66.1624   52.9024   84.8156      b   33.0398   -22.2842   25.0063   39.8524   47.2343
W   -14.2277   4.78279   21.1266   15.0101   84.4641      W   -16.6967   36.5115   49.8296   40.148   102.749
b   2.46684   3.56278   11.5044   4.33344   12.9879      b   23.3147   2.37172   10.2551   23.435   25.9215
Z   -2.50941   -10.8759   -58.3315   11.1616   108.824      Z   -21.3305   -54.2082   -38.1932   58.2539   114.751
b   45.1957   18.1194   4.47763   48.6925   49.0772      b   35.4552   31.213   2.05869   47.2368   47.4669
b   -8.45393   -61.288   -12.2498   61.8683   63.2084      b   -51.5041   -1.897   -11.326   51.539   52.9349
W   -19.8506   -1.0245   0.0170957   19.877   82.8109      W   -14.6371   -5.19841   0.14596   15.5328   81.877
W   -18.324   3.16339   2.95812   18.595   82.5656      W   -3.49487   76.7291   3.86887   76.8087   111.252
b   -42.5976   4.75269   75.2642   42.8619   86.7145      b   -50.8863   1.08812   20.0994   50.898   54.883
W   -37.4806   12.0659   27.8691   39.3749   93.753      W   -29.534   0.449457   8.24495   29.5374   86.0406
b   12.5998   -6.80984   -0.0978904   14.3223   14.9229      b   3.2654   -1.06544   -0.00290917   3.43482   5.41794
W   -16.3809   -39.4638   44.7935   42.7285   101.463      W   -1.96218   -56.2421   37.9902   56.2763   105.228
b   -48.9679   -13.6364   -32.7456   50.8312   60.6105      b   -4.84668   -20.1382   -11.9501   20.7132   24.2775
b   30.02   -26.6929   -86.37   40.1711   95.3469      b   30.9983   -70.9395   -5.55862   77.4165   77.7288
W   -20.0399   -2.88112   0.123006   20.246   82.9003      W   -14.7749   -57.4885   0.000650793   59.3568   99.9289
Z   13.4352   14.2434   33.2861   19.5801   99.0301      Z   22.7589   13.1212   9.6789   26.2704   95.3909
W   47.7464   -19.5909   0.269255   51.6093   95.5309      W   1.67282   -0.0600605   5.3318   1.6739   80.584
W   -3.3578   10.1344   29.9697   10.6762   86.4565      W   -26.5609   2.81578   0.0860844   26.7097   84.7111
b   -19.7222   6.62981   -33.0139   20.8067   39.2478      b   -24.6066   0.656765   -30.7585   24.6154   39.6176
b   54.6796   1.48252   -1.48504   54.6997   54.88      b   29.8711   0.994073   -45.0664   29.8876   54.2384
b   -0.130546   -5.77901   -37.4137   5.78049   38.0888      b   -96.4984   -9.14875   -49.2021   96.9312   108.784
b   -18.3033   -1.21195   -7.15635   18.3434   20.1308      b   -3.03436   -15.2147   -3.80753   15.5144   16.5151
b   2.55136   82.9246   39.0717   82.9639   91.7996      b   27.5126   6.03239   23.657   28.1662   37.0208
b   -34.033   6.32624   -0.45564   34.6159   34.8716      b   -47.8159   9.98613   -74.1773   48.8475   88.9152
b   -81.1669   -10.1488   19.9277   81.7989   84.2955      b   -2.80515   -4.74982   32.6644   5.51631   33.3909
W   -3.10311   -59.2885   -87.0308   59.3697   132.52      W   -12.9038   -2.93803   -2.22974   13.2341   81.5025
b   -71.6972   -61.8468   22.3219   94.6864   97.3722      b   -22.4266   -16.5309   26.3725   27.8608   38.5913
b   64.2173   -55.882   -6.64637   85.1273   85.4891      b   6.12083   -29.4943   -6.24616   30.1228   31.0476
W   64.7698   -19.1137   2.90178   67.5312   105.031      W   8.12206   -9.88288   18.6433   12.7921   83.5091
W   14.3216   -48.2783   80.2895   50.3577   124.277      W   20.4683   -32.4504   11.6733   38.3664   89.8376
W   18.2377   12.7752   -0.749735   22.267   83.4202      W   61.1698   45.1892   -0.0731866   76.0514   110.663
Z   0.981211   8.8305   17.6681   8.88485   93.3098      Z   1.83696   7.61276   79.7857   7.83126   121.42
b   31.8115   -6.74978   -22.8269   32.5197   39.9519      b   7.91422   -61.7286   -29.1084   62.2339   68.8325
W   18.1931   31.7686   30.6318   36.6092   93.4938      W   31.5009   22.4919   15.6245   38.7065   90.5807
W   -14.9388   13.5085   -13.5034   20.1407   83.9675      W   -13.0889   52.1848   -34.2814   53.8012   102.627
W   -44.1162   53.8883   -5.91879   69.6433   106.526      W   -6.84023   7.79045   -1.28662   10.3672   81.0659
b   2.17513   -18.454   -48.8512   18.5817   52.4336      b   11.0062   -5.98644   -14.8474   12.529   19.874
b   5.56478   -5.14288   -31.5294   7.57734   32.6968      b   3.042   -38.6625   -2.61564   38.782   39.0953
W   36.5927   1.247   57.7417   36.6139   105.533      W   8.00422   1.25766   12.5769   8.10242   81.7703
W   33.1051   -2.89698   6.28594   33.2316   87.2147      W   53.3924   -64.7262   50.458   83.9061   126.684
b   -17.769   -30.4198   0.790791   35.2292   35.4863      b   -2.88109   -52.094   1.10177   52.1736   52.3532
b   9.12687   13.0897   -23.147   15.9575   28.425      b   62.0301   0.0663462   -37.022   62.0302   72.3597
b   4.91715   53.239   28.3759   53.4656   60.6738      b   60.6885   41.3755   6.60528   73.4508   73.8661
b   -2.10719   27.1273   -20.7549   27.209   34.4768      b   -2.13171   4.89612   -1.28409   5.34006   6.90805
Z   -49.8415   0.170463   14.2479   49.8418   104.894      Z   -29.9559   0.655053   40.96   29.9631   104.361
b   -34.0881   23.5516   -37.0434   41.4328   55.7355      b   -12.1817   68.365   -20.8081   69.4418   72.6134
b   20.6936   26.1171   -24.3896   33.3216   41.5059      b   13.6628   14.5407   -64.5853   19.9526   67.7268
b   -1.12708   9.9549   -57.2496   10.0185   58.2704      b   -95.9387   26.218   -40.622   99.4566   107.514
W   -18.3146   17.4573   -5.45003   25.3018   84.4537      W   -63.6756   27.9386   -25.861   69.5353   109.391
W   3.66995   14.8621   3.44474   15.3085   81.9071      W   0.752026   12.8226   5.52968   12.8446   81.5973
W   -12.9118   -1.32867   2.31214   12.98   81.464      W   -60.7817   -34.155   1.16337   69.7207   106.418
b   -60.8226   -18.1788   1.94329   63.4812   63.649      b   -15.5955   -10.686   87.8932   18.9053   90.001
b   -3.4324   13.247   6.18194   13.6845   15.5897      b   -23.8085   5.27339   2.11526   24.3855   24.8331
b   1.19992   -6.34324   87.6952   6.45574   88.0322      b   3.23915   -36.7945   6.67   36.9368   37.7673
b   37.8466   52.8131   26.3332   64.9737   70.2323      b   54.8814   44.1947   29.0356   70.4637   76.3266
b   -32.3787   94.6314   -40.6158   100.017   108.031      b   -44.4619   2.03812   -46.501   44.5086   64.5052
W   37.0841   56.1584   -44.3771   67.2978   113.846      W   17.5998   8.85436   -53.5166   19.7016   98.5634
b   6.17492   -48.4926   -29.7787   48.8841   57.3933      b   8.22378   -5.86417   -26.1529   10.1004   28.347
b   -6.37737   5.75277   3.36413   8.58867   10.1311      b   -21.2643   1.3891   27.5443   21.3096   35.0762
b   -18.502   36.9263   -12.907   41.3023   43.4744      b   -1.31021   26.2824   -48.421   26.3151   55.2687
b   2.6214   -8.59827   44.2407   8.98899   45.3387      b   30.9426   -43.1731   24.2681   53.1165   58.5479
b   9.05038   -31.112   35.8392   32.4016   48.496      b   12.3268   -26.3733   5.68069   29.1119   29.9554
b   -86.9861   -4.60441   1.20377   87.1079   87.2169      b   -5.47561   -6.20162   25.4211   8.27299   27.0597
b   -2.07092   -13.9578   0.0371098   14.1106   14.7196      b   -63.5658   -11.4965   0.0570293   64.5971   64.7329
b   -55.4531   1.5883   -42.7557   55.4758   70.1653      b   -44.2448   0.0842198   -52.1643   44.2449   68.5294
Z   -20.8088   -27.752   8.6752   34.6869   97.9493      Z   -47.7398   -17.5618   5.17535   50.8675   104.546
Z   -33.9789   1.85626   36.3376   34.0296   103.894      Z   -26.9348   86.6819   9.57694   90.7703   129.022
W   -8.15702   54.5452   3.88498   55.1517   97.5672      W   -65.7659   30.0762   26.2234   72.3169   111.265
W   1.23748   -19.2775   -1.03874   19.3172   82.6849      W   11.9468   -25.0086   -5.20055   27.7156   85.1925
b   -7.28763   39.0203   -77.426   39.695   87.1094      b   -28.321   1.21571   -0.341843   28.3471   28.6571
Z   -4.85533   -7.64927   12.2188   9.06011   92.45      Z   -1.36288   -4.92895   18.965   5.11391   93.2815
b   -16.2209   20.415   -3.38812   26.0747   26.6256      b   -24.725   62.0446   -10.0124   66.7896   67.6658
W   -31.2158   -87.428   -17.8709   92.8336   124.097      W   -24.6649   -5.4838   -17.1773   25.2671   86.0002
b   56.2411   -27.322   -66.4201   62.5264   91.3167      b   4.48366   -28.6238   -16.5068   28.9728   33.6074
b   8.71569   -12.8567   -13.8024   15.5325   21.1972      b   81.7974   -75.5189   -2.23614   111.328   111.429
b   -30.5763   24.5392   39.4118   39.2056   55.7488      b   -5.39619   10.1011   39.8182   11.4522   41.6437
b   -7.52052   62.0776   41.8663   62.5315   75.3693      b   -37.5195   36.9859   49.6202   52.6847   72.4941
Z   1.44342   -66.379   -2.92921   66.3947   112.838      Z   42.8269   -4.05913   -9.44876   43.0189   101.27
W   58.191   2.80964   4.43079   58.2587   99.3794      W   8.52279   29.518   5.13673   30.7238   86.2142
b   -10.366   -1.95587   6.1478   10.5489   12.9085      b   -29.9733   -12.4788   44.0072   32.4672   54.8481
W   46.8775   -1.17788   4.26909   46.8923   93.1647      W   15.2142   -92.7993   39.0088   94.0382   129.721
W   -18.7191   -31.2742   -5.04816   36.4483   88.4111      W   -49.2508   -29.1493   -3.11642   57.2304   98.7299
b   -11.9968   -54.4824   3.16463   55.7875   56.0341      b   -73.6372   -18.2982   1.3619   75.8766   76.0045
W   43.8014   -51.2365   -35.3356   67.4073   110.702      W   11.032   -5.59715   -60.0335   12.3707   101.092
b   2.48138   -40.7546   64.4919   40.83   76.4451      b   2.53014   -43.9953   13.101   44.068   46.1647
b   21.0218   44.5617   7.07088   49.2713   49.9521      b   14.1058   19.4139   25.2993   23.9974   35.121
b   62.046   2.9888   -43.4661   62.1179   75.9309      b   14.0618   50.7416   -37.771   52.654   64.9357
W   2.85169   1.13629   2.64533   3.06974   80.4921      W   85.3391   3.27403   18.692   85.4019   118.766
b   4.46763   -4.95535   66.491   6.67197   66.9561      b   9.62783   -19.5306   14.3584   21.7747   26.417
b   38.884   38.7008   -10.8701   54.8609   56.0842      b   20.5189   30.8035   -8.22005   37.0119   38.1446
b   13.8213   8.62537   3.94239   16.2919   17.2778      b   62.677   35.678   1.75921   72.1202   72.2632
b   34.9949   57.4007   6.95778   67.2271   67.7159      b   40.8792   21.1135   2.09248   46.0097   46.2474
b   -7.50539   10.3495   1.19161   12.7845   13.5062      b   -5.05964   2.00385   2.81111   5.442   7.42117
b   9.66644   -1.97751   -31.4962   9.86664   33.2704      b   71.472   -38.1004   -51.7034   80.9931   96.1805
b   15.9874   21.2806   39.2808   26.6169   47.634      b   22.1605   42.5017   13.3825   47.932   49.9412
b   -4.85637   13.6961   61.3761   14.5316   63.2119      b   -54.8946   1.707   13.6202   54.9212   56.7397
b   1.65762   -0.502967   9.66376   1.73225   10.6745      b   7.33074   -5.4442   9.18736   9.13122   13.6141
b   -2.77459   30.9129   5.38127   31.0371   31.7776      b   -8.0814   61.4489   1.21326   61.9781   62.1314
W   -4.67779   -24.7048   -0.554351   25.1438   84.2322      W   -20.9205   -56.2428   -49.8644   60.0076   112.026
b   -6.52194   -32.452   -14.7374   33.1009   36.4748      b   -1.47196   -30.6126   -22.3934   30.648   38.1879
b   -5.3806   2.29034   75.7977   5.84778   76.1383      b   -1.86343   53.4218   12.8076   53.4543   55.1267
b   -15.1898   -11.4306   0.961317   19.0102   19.4902      b   -5.74923   -7.68851   5.71709   9.60036   11.9335
Z   51.1397   64.493   -17.6099   82.3081   124.098      Z   46.1092   14.9366   -8.75058   48.4681   103.64
b   25.6749   5.80179   -34.9523   26.3223   43.9555      b   19.8563   77.8078   -53.9461   80.3015   96.8301
W   -35.7703   43.5374   -48.3494   56.3474   109.431      W   -18.7762   49.1879   -20.286   52.6498   98.2144
b   25.8302   51.9139   2.77586   57.985   58.2024      b   12.2111   8.16527   19.6556   14.6896   24.8934
b   0.198045   -19.1541   -11.3783   19.1551   22.6702      b   43.3139   -21.3723   -8.50086   48.2998   49.2209
b   -39.6543   -28.0595   -33.4009   48.5778   59.1014      b   -57.8079   -14.5887   -58.6946   59.6203   83.7686
b   -16.7586   -1.61873   -65.1612   16.8366   67.4316      b   -78.9528   -39.6835   -18.2635   88.3647   90.3296
b   -10.3362   -8.76411   0.810965   13.5517   14.2078      b   -1.46579   -73.7208   31.5169   73.7354   80.2981
b   -54.8043   0.41787   -19.5771   54.8059   58.3481      b   -6.40929   0.464294   -30.9345   6.42609   31.8715
Z   -6.96093   4.33936   -34.7039   8.20272   97.9146      Z   -21.696   3.34463   -2.94235   21.9523   93.8412
b   -8.19453   8.08493   -2.54682   11.5116   12.5123      b   -19.2134   1.237   -0.665369   19.2532   19.7151
b   -17.939   -8.03773   -27.8495   19.6573   34.3448      b   -48.8228   -6.94734   -24.8753   49.3146   55.392
b   5.96384   47.7991   -38.7525   48.1698   61.9648      b   20.4605   19.0238   -60.0985   27.9381   66.4072
b   0.13564   34.856   -20.9908   34.8563   40.9039      b   83.282   52.61   -6.97797   98.5074   98.8431
b   33.8134   -45.5695   -3.69027   56.7444   57.0184      b   15.8415   -22.7209   -7.73321   27.6982   29.0612
b   -52.8268   5.42936   -23.8754   53.1051   58.3758      b   -39.2911   76.7682   -9.69948   86.2389   86.8837
b   58.441   -0.758524   -20.63   58.446   62.1215      b   6.93534   -72.508   -56.3324   72.8389   92.1759
b   -11.1735   5.86288   25.8003   12.6183   29.0247      b   -67.3247   65.3054   65.8888   93.7945   114.701
W   -80.2813   49.9395   -34.3526   94.5465   128.77      W   -14.179   7.77245   -2.84264   16.1696   82.0493
b   5.12511   35.8143   -2.38596   36.1791   36.499      b   4.29954   50.1888   -92.4618   50.3726   105.376
b   -8.01771   8.80495   -56.3437   11.9084   57.7406      b   -7.89632   10.8796   -9.15314   13.4432   16.7945
b   0.134786   -71.0347   -21.2706   71.0348   74.2693      b   0.179736   -0.856514   -0.149216   0.875169   4.28302
b   19.1846   56.0353   26.8084   59.2284   65.1479      b   39.3767   5.00918   53.2661   39.6941   66.5616
b   -4.29243   -78.3926   -64.6473   78.51   101.787      b   -15.5958   -4.56324   -8.96957   16.2496   19.0279
b   -66.5647   6.62136   -21.6226   66.8932   70.4258      b   -18.8555   0.921529   -74.5547   18.878   77.0217
W   -53.6406   -14.6427   43.2886   55.6033   106.903      W   -11.0478   -81.9213   7.71442   82.6628   115.565
b   5.1174   -1.125   -4.0736   5.2396   7.8488      b   0.384456   -8.51737   -0.862959   8.52604   9.53909
W   28.19   0.102727   37.3626   28.1902   93.0226      W   2.50891   57.0954   21.938   57.1505   101.045
W   -18.968   11.7919   -5.36904   22.3346   83.6075      W   -30.1509   11.761   -14.7639   32.3635   87.9086
b   -10.4255   -21.276   -55.3677   23.693   60.3696      b   -0.0603275   -47.707   -22.6708   47.707   52.9857
b   20.5   25.1472   -25.6459   32.4443   41.568      b   64.1678   42.0664   -62.6023   76.7274   99.1145
b   22.9809   -30.7275   -53.4159   38.3706   65.9024      b   1.43194   -11.5612   -39.5576   11.6496   41.4496
b   -1.43244   -64.9794   12.0257   64.9952   66.231      b   -0.663464   -11.1425   13.219   11.1622   17.8015
